Gene Name	Distal101	Distal102	Distal103	Distal104	Distal2D001	Distal2D002	Distal2D003	Distal2fusion01	Distal2fusion02	Distal2fusion03	Distal2fusion04	Distal301	Distal302	Distal303	Distal304	Proximal101	Proximal102	Proximal103	Proximal104	Proximal2D001	Proximal2D002	Proximal2D003	Proximal2fusion01	Proximal2fusion02	Proximal2fusion03	Proximal2fusion04	Proximal301	Proximal302	Proximal303	Proximal304
usp39	23.356	22.11	23.469	22.291	21.502	20.647	21.679	20.505	19.989	19.49	20.485	23.636	23.697	22.971	22.766	23.794	23.086	21.524	23.86	20.281	20.866	20.701	21.162	21.199	20.45	21.906	23.192	20.664	22.423	23.515
gtpbp1l	23.442	23.624	22.421	22.783	22.76	21.722	21.146	20.38	21.225	20.812	20.381	19.799	20.582	22.174	21.408	22.578	23.041	22.58	22.673	21.572	20.559	20.386	21.242	20.463	19.391	20.554	22.271	20.199	21.222	19.46
asns	22.409	21.588	22.077	20.988	21.019	21.165	22.666	21.134	20.348	21.577	21.01	20.526	22.095	20.625	20.832	21.425	22.822	21.442	21.549	21.357	21.801	21.661	21.955	18.539	19.771	19.507	21.721	21.587	22.327	21.998
acadl	22.07	23.267	23.626	21.61	21.995	21.524	21.134	22.363	23.065	23.032	23.06	22.047	21.062	22.131	21.151	23.405	24.273	24.023	22.593	21.084	22.751	21.449	22.486	23.072	22.801	22.546	22.956	23.235	19.484	21.659
cndp2	27.527	27.786	27.937	26.762	28.031	28.003	27.551	27.825	28.166	28.04	28.527	27.843	27.989	28.239	28.154	27.354	28.066	27.91	28.162	28.214	27.818	28.397	28.242	28.228	28.502	27.667	27.928	28.02	28.139	28.185
adck4	23.236	23.267	23.26	23.169	22.719	22.439	20.63	20.567	19.721	19.364	20.633	20.91	20.963	20.179	19.778	21.169	21.089	21.271	21.298	20.052	20.34	21.115	21.284	21.055	20.776	21.086	21.281	20.492	21.757	19.103
rbx1	23.597	22.532	21.543	22.156	22.664	22.502	22.835	22.4	23.312	23.49	24.451	21.009	22.86	21.103	20.458	22.496	22.14	23.453	22.99	20.526	21.594	21.179	24.213	23.981	23.726	23.186	23.707	21.575	23.791	22.46
sult2st3	21.543	24.178	23.26	22.084	27.547	27.893	27.714	28.31	28.358	28.048	28.47	29.272	29.054	29.19	29.221	26.33	25.567	26.574	25.738	28.922	28.636	28.704	28.851	29.217	29.048	28.751	29.717	29.717	29.594	29.536
rab8a	25.073	25.715	24.404	23.293	25.096	22.345	21.75	21.965	21.957	22.041	21.951	23.83	23.985	24.003	24.104	24.815	25.113	25.603	24.129	25.233	21.331	20.628	24.192	22.95	22.446	21.487	22.993	23.381	22.973	24.19
ftr83	23.237	23.012	22.509	23.382	21.039	22.461	22.035	25.106	24.841	24.641	25.604	23.598	23.534	23.953	23.882	21.342	22.576	22.842	21.467	19.717	20.795	19.829	23.101	23.392	23.406	23.676	22.473	20.577	22.58	21.249
zgc:162150	22.495	23.323	22.999	22.315	25.39	22.519	23.483	23.951	26.017	22.871	26.646	29.032	28.765	28.411	28.996	22.762	22.241	22.317	22.852	21.964	24.029	24.662	25.35	21.358	23.967	25.523	26.317	26.201	25.444	27.429
aldh18a1	22.979	22.64	23.318	21.965	22.739	20.453	21.74	19.813	20.497	20.865	19.937	21.031	23.824	23.137	22.761	22.229	22.577	21.834	22.332	21.832	20.017	21.917	20.483	20.981	20.571	20.548	23.749	23.7	23.66	23.108
stat5b	23.293	22.089	22.619	23.542	22.225	22.237	20.628	22.523	23.689	19.932	22.415	23.8	23.531	23.644	23.234	21.739	24.044	23.106	21.855	20.089	24.43	20.196	23.675	24.163	24.018	24.201	23.552	21.165	23.443	23.919
ppp2r5cb	22.604	24.262	22.056	21.421	22.619	21.207	20.423	20.478	19.489	19.534	21.284	21.802	23.821	21.125	21.998	24.863	26.202	22.389	25.222	20.549	22.051	20.651	20.308	21.871	19.747	19.883	20.976	20.308	22.03	20.31
me3	22.048	24.753	22.541	23.17	26.037	26.137	21.448	26.095	25.566	25.798	26.447	26.463	26.136	26.45	26.485	25.181	25.006	26.121	25.866	26.538	26.138	26.417	26.209	25.204	26.114	27.129	26.483	28.009	27.453	27.66
hspb1	22.527	22.564	21.479	22.404	22.074	21.173	22.029	21.293	20.81	19.469	19.754	20.885	21.085	21.888	20.946	23.03	24.178	22.126	23.113	20.787	20.374	20.886	23.777	22.655	23.075	23.421	21.01	22.518	24.567	22.529
sacm1lb	22.815	22.85	22.833	22.735	25.409	21.978	23.331	22.088	24.484	25.279	23.947	24.66	24.472	24.921	24.697	22.365	22.306	22.451	24.925	23.202	24.358	23.698	24.206	22.929	25.59	23.982	20.392	21.684	22.284	21.726
supt16h	21.48	21.525	21.931	22.904	22.483	22.482	22.404	23.343	22.727	23.33	22.318	22.265	21.851	22.226	23.817	22.302	23.762	21.912	22.404	22.728	20.817	22.628	21.988	22.523	21.901	21.867	21.797	21.815	21.69	20.647
mut	21.926	21.968	21.587	23.228	21.824	22.831	20.639	22.822	22.397	22.72	22.417	22.082	23.469	22.259	22.857	22.958	22.524	22.555	22.144	22.52	21.046	22.165	22.665	21.568	22.209	22.048	22.388	21.142	21.927	20.626
myo1c	22.432	22.47	22.445	22.339	22.276	21.56	21.078	23.327	23.157	23.61	22.807	23.34	22.831	23.862	23.393	22.734	22.682	22.815	22.465	19.617	24.177	24.239	23.333	24.023	23.78	23.721	23.658	23.813	23.858	23.794
eif4ba	22.352	21.631	21.777	21.943	20.499	20.67	21.431	20.048	21.573	21.979	21.092	21.613	23.465	20.98	21.749	22.036	22.44	23.055	21.932	22.791	22.973	22.864	21.846	20.525	20.187	19.859	22.555	19.382	22.493	21.016
sdhb	23.255	23.286	23.279	23.189	22.554	22.459	21.866	19.782	20.195	20.513	20.321	20.619	22.909	21.004	22.394	22.202	22.141	22.29	23.178	20.968	19.921	20.161	20.787	20.545	20.988	20.574	19.991	22.51	21.296	21.267
kdelc2	21.774	22.39	22.057	22.438	21.132	21.686	22.162	21.277	19.931	20.363	20.289	20.537	20.939	22.918	20.821	21.818	21.265	23.705	22.568	20.495	20.765	20.598	20.46	19.483	20.42	20.295	23.335	21.96	22.972	23.947
bag1	22.05	21.817	21.212	21.356	21.688	22.382	22.089	20.405	19.533	20.257	22.424	21.975	21.914	23.291	21.391	22.471	22.71	22.223	23.063	19.681	19.982	19.794	21.216	21.343	21.377	20.525	20.991	21.616	21.91	21.223
ptmab	25.963	25.717	26.199	26.05	26.963	26.516	26.937	27.953	27.92	28.294	28.004	26.802	27.247	26.696	27.361	25.3	25.475	23.87	25.439	26.536	26.068	26.453	27.161	27.595	27.496	27.701	25.842	26.863	25.668	25.725
oxsr1a	21.216	22.09	23.186	21.816	21.614	20.691	22.529	24.082	19.468	20.895	24.012	24.928	23.998	24.575	24.807	22.978	22.168	22.343	23.706	21.815	23.641	24.302	23.97	23.977	24.372	23.52	24.703	23.729	23.754	24.896
lhpp	22.002	22.043	22.008	21.895	22.738	21.089	21.443	20.253	21.518	19.722	21.628	21.438	22.531	21.477	20.846	22.886	22.837	22.964	22.306	21.386	21.221	19.731	19.835	19.57	20.47	19.594	22.652	23.541	22.872	23.202
si:dkeyp-110e4.6	23.164	21.264	21.888	21.466	22.844	22.46	21.636	20.553	21.975	22.321	19.993	22.914	23.474	21.701	22.557	23.637	21.669	23.139	22.24	21.815	22.034	21.9	20.496	19.857	20.517	20.621	21.998	22.43	21.279	21.309
si:ch211-114l13.9	21.883	23.195	23.215	22.257	22.935	21.925	21.818	19.533	19.394	21.173	21.651	22.481	24.14	22.125	22.752	22.134	22.983	22.534	22.358	20.966	22.034	21.9	21.338	19.834	21.502	21.595	21.944	21.199	20.337	22.182
ahcyl1	23.192	21.925	22.125	21.659	21.849	22.335	20.521	24.393	24.428	25.062	24.346	23.649	23.282	20.636	23.814	22.255	22.243	21.639	23.146	20.863	21.218	21.063	23.784	24.009	23.963	23.858	21.79	20.246	24.557	22.96
nsun2	22.117	23.223	22.258	21.944	21.493	21.768	21.607	22.426	22.402	22.505	22.201	22.079	21.663	22.077	21.558	23.062	21.971	23.424	22.547	20.684	21.884	22.257	20.477	22.135	20.048	23.08	19.257	20.588	20.675	20.547
stx12	22.248	22.157	21.978	21.083	23.686	22.193	21.044	22.286	21.585	22.225	22.416	23.692	23.684	23.774	23.204	22.449	21.75	21.661	21.662	20.523	21.477	22.479	24.562	25.631	23.316	25.707	23.271	23.817	24.838	23.93
capn2b	30.619	30.062	30.436	30.198	30.699	30.974	30.752	31.093	30.836	31.006	31.062	30.866	30.841	31.001	30.947	30.406	30.445	30.273	30.109	30.592	30.701	30.825	30.872	30.307	30.221	30.202	30.743	30.651	30.682	30.542
