id	logFC	AveExpr	t	P.Value	adj.P.Val	B
tgfbi	-2.097	23.5809666666667	-3.69537448228056	0.000796987259305861	0.0219879101819711	-1.04318147718334
eif3l	1.7492	25.5376666666667	3.65523777844381	0.00089057522718074	0.0243423895429402	-1.149165776408
ccl25b	1.39306666666667	22.6383333333333	3.6143851040705	0.000996736602539437	0.0269941876210681	-1.25654932597905
bgnb	2.69833333333333	22.5895666666667	3.53225835218633	0.00124843320086954	0.0332063777423248	-1.47086512663906
ftr83	-1.58746666666666	22.7285333333333	-3.51630390331251	0.00130399279823192	0.0343695244676841	-1.51224998912666
LOC101886774	-1.30886666666666	22.1883666666667	-3.5034498828228	0.00135048361957323	0.0352798906635413	-1.54553199207081
and2	-2.61746666666667	22.5464666666667	-3.47941008985957	0.00144175711802156	0.0373339211614004	-1.60762978844768
serpina1	1.66233333333333	23.0976333333333	3.47352915054124	0.00146497486488234	0.0374995706120814	-1.62279159983962
nudt9	-1.33173333333334	22.8861333333333	-3.46604737191594	0.00149503373703183	0.0375420429753046	-1.642063740014
rela	-1.3856	21.9583333333333	-3.46466202746043	0.00150066431947356	0.0375420429753046	-1.64563014092045
psmb10	-1.62733333333333	22.5664666666667	-3.45422188477139	0.00154375898126654	0.038295600947049	-1.67248606746138
psma6b	-1.06013333333333	26.1898	-3.45036591889649	0.00155997494241816	0.0383753835834866	-1.68239565705779
zgc:174259	1.75073333333333	24.0279	3.42029201977516	0.0016921969381574	0.0412840112515756	-1.75950821171258
LOC100004057	1.14413333333333	21.9651333333333	3.41488639200742	0.00171707914205204	0.0415476854699806	-1.77333552857965
LOC101884022	-1.89313333333332	24.0859666666667	-3.39442569775144	0.0018144838542279	0.0435476125014696	-1.82558000893883
fermt1	-1.66073333333333	22.7015666666667	-3.38660791438239	0.00185308524073901	0.0441153841182384	-1.84550289412121
LOC101883092	-1.36546666666666	23.9681333333333	-3.38027261151322	0.0018849441200884	0.0443921760898692	-1.8616318415008
aimp1	1.30993333333333	23.5746333333333	3.363700265362	0.00197078976588708	0.0456796016779229	-1.90375502842721
actn3b	-1.14360000000001	25.8406666666667	-3.36183430687672	0.00198068733562809	0.0456796016779229	-1.90849167316306
noxa1	-1.19373333333334	21.4836666666667	-3.3522587275823	0.00203223399793736	0.046147344322393	-1.93277894341934
ahsg1	1.65693333333333	26.5952666666667	3.32042448688522	0.00221301305910128	0.0498688133623435	-2.01328125144516
add1	1.41213333333334	24.0383333333333	3.30878173707921	0.00228290112140243	0.0510539705331816	-2.04262969879618
leg1a	1.82193333333333	24.0640333333333	3.28970729853359	0.00240198948889009	0.0528596921008129	-2.09060169203677
ppp1r1c	1.73833333333333	22.5781	3.27534304913079	0.00249557159037141	0.0541685833439442	-2.12663669578951
mcu	-1.39706666666667	26.3704666666667	-3.26704087104266	0.00255123972012315	0.0549726982029456	-2.14742810237216
myh10	2.26353333333334	24.9425	3.26198726161623	0.00258570472346952	0.0553115966933481	-2.16007105644842
krtt1c19e	1.82786666666667	29.4304666666667	3.23821899186894	0.00275385764772955	0.0583808255872618	-2.21940119880545
LOC100331378	1.84206666666667	23.2146333333333	3.23618289656108	0.0027687383408593	0.0583808255872618	-2.22447345295905
rcc2	-1.29733333333333	23.2408	-3.22007918456067	0.00288916672290921	0.0600797491130061	-2.26453313974072
qars	-1.33	23.9709333333333	-3.21996803773171	0.0028900150318587	0.0600797491130061	-2.26480927407823
spna2	1.2842	29.3386333333333	3.21533880205679	0.00292555876545965	0.0603933529764817	-2.27630585273432
LOC100537277	-2.18866666666666	22.3487333333333	-3.20623395526592	0.00299668735988234	0.0610084212853287	-2.29889267331707
trappc11	-1.04866666666666	21.2172	-3.18878267541027	0.0031376559581979	0.0619670653483131	-2.34209234168147
col12a1a	1.02993333333334	30.1811	3.1874432456281	0.00314873299534111	0.0619670653483131	-2.34540297153021
si:ch73-329n5.2	-1.31306666666667	21.7448	-3.17960906081885	0.00321427166434908	0.0628379467096588	-2.36475199248324
ces2	1.389	26.7801666666667	3.16684418217619	0.00332385154602447	0.0641780320275088	-2.39622562821663
col1a2	1.05873333333333	32.4499	3.16586448251876	0.00333240717892556	0.0641780320275088	-2.3986384763956
si:zfos-2330d3.2	1.17933333333333	22.1446	3.16209032693507	0.00336556296527651	0.0641780320275088	-2.40792997019343
ruvbl2	-1.27726666666667	22.8529666666667	-3.16161266897085	0.0033697814919593	0.0641780320275088	-2.40910548835393
fmodb	2.14533333333333	23.7743333333333	3.13428060307789	0.00361973251227927	0.0681198714603397	-2.47621339719849
f2	1.70013333333333	25.9249333333333	3.13394521708284	0.00362290644284327	0.0681198714603397	-2.47703494411205
cfhl4	1.6174	25.5084333333333	3.12921214807568	0.00366798107549555	0.0683389495032883	-2.48862386849494
zgc:85829	-1.25213333333334	25.2837333333333	-3.12787015386674	0.00368085805251451	0.0683389495032883	-2.49190804301799
zgc:171772	1.33533333333334	24.3872666666667	3.11918494395222	0.00376524101551733	0.0694686967362947	-2.51314457998638
bpnt1	1.17773333333333	24.8424	3.1142919979045	0.00381358574906242	0.06992363435548	-2.52509457765406
mbpa	2.5014	25.8938333333333	3.09950410519088	0.00396330741358803	0.0722202684253818	-2.56114955331236
FP102272.1	-1.01373333333333	22.2392666666667	-3.0871586342106	0.00409255871544985	0.0741179958773495	-2.59117849992224
mmab	-1.18646666666665	21.5297666666667	-3.08389954570498	0.00412734149114689	0.074292146840644	-2.59909500882251
hddc3	2.02559999999999	24.0305333333333	3.05999056208364	0.00439122071824536	0.0780896600015681	-2.65703162884996
ighv1-4	1.75933333333334	24.4684666666667	3.0508306941393	0.00449649168425305	0.0794828949216467	-2.67916239421772
lmo7a	-1.81586666666667	23.8893333333333	-3.04689617231548	0.00454243991453415	0.079501232482325	-2.68865719381525
plg	1.49700000000001	26.5633	3.04613402615413	0.00455139169698948	0.079501232482325	-2.69049562486042
zgc:100868	-1.1106	21.7863666666667	-3.03441787671247	0.00469112368680074	0.0814599830790341	-2.7187249951875
opa1	1.1618	22.6052333333333	3.03173016666996	0.00472374634916158	0.081546779080263	-2.72519236287198
waslb	-1.10346666666666	21.9821333333333	-3.0229924902362	0.00483129178697624	0.0829184497392666	-2.74619556687291
anxa3a	-1.27099999999999	25.8813	-3.00964176524254	0.0050000998557336	0.0847470549788292	-2.77822198052778
shbg	1.29813333333334	25.1194666666667	3.00778906944211	0.00502396159257964	0.0847470549788292	-2.78266004775842
si:dkey-261m9.12	-1.46133333333334	22.399	-2.99548702669911	0.00518515696120785	0.0864778720309919	-2.8120901603472
LOC101883883	-1.26386666666666	22.6516666666667	-2.98158197620215	0.00537323702503387	0.0886133837871507	-2.84527311006201
thoc2	1.094	23.2364666666667	2.97783057901303	0.00542507136357541	0.0889711703626367	-2.85421043516901
psmb6	1.31273333333334	24.9725666666667	2.96453797320561	0.0056125646231488	0.0915070360005526	-2.88582715529465
fgb	1.46606666666666	26.1255	2.96150919040551	0.00565613286858808	0.0915070360005526	-2.89301987997607
dhrs13a.2	-1.15466666666667	21.8358	-2.96036378054938	0.00567269227239198	0.0915070360005526	-2.8957388926531
evplb	-1.19646666666666	28.1745666666667	-2.95575756984768	0.00573974793265366	0.0920855211804	-2.90666718985374
dnajb6a	-1.11793333333333	22.2520333333333	-2.9465048488844	0.00587671096677375	0.0932941042228528	-2.92858987888503
si:ch211-74m13.3	1.16306666666667	21.8262666666667	2.94639956200059	0.00587828705469194	0.0932941042228528	-2.92883911020683
zgc:163079	-1.08286666666667	25.0717	-2.94355417151564	0.00592103219509473	0.0934699841706932	-2.93557267443771
zgc:113307	-1.23046666666666	21.6997666666667	-2.94089081074042	0.00596130805391788	0.093605220080668	-2.94187207211186
LOC100150965	-2.03993333333333	23.8879	-2.92220246372955	0.00625126102023487	0.0962675460822929	-2.98598108766357
znf185	-1.703	27.7622333333333	-2.92032846612261	0.00628105778730326	0.0962675460822929	-2.99039517777691
rbbp4	-1.37293333333334	22.2421333333333	-2.9203265312714	0.00628108862062221	0.0962675460822929	-2.99039973435347
eif3d	1.10533333333333	24.9957333333333	2.92020901014494	0.00628296167590767	0.0962675460822929	-2.9906764934344
hspb1	1.17773333333333	21.9475333333333	2.91952243976767	0.00629391476757539	0.0962675460822929	-2.99229321870227
decr1	1.06793333333333	23.7670333333333	2.91583648911161	0.00635302589262727	0.0966707857476068	-3.00096905621443
si:dkey-21e2.10	1.258	24.5656	2.91243427124068	0.00640805014836439	0.097008020707547	-3.00897138865024
si:ch73-204p21.2	-1.38519999999999	22.6452	-2.90343039620454	0.00655584169264182	0.0983897154619203	-3.03012301581727
cldni	-1.12813333333332	25.8508666666667	-2.90122763494599	0.00659248326896549	0.0983897154619203	-3.03529184265398
bco1	-1.64380000000001	23.9140333333333	-2.89591246161276	0.00668169240944194	0.0990217262764006	-3.04775454286812
porb	1.5882	23.7365666666667	2.89431122275397	0.00670878904311657	0.0990217262764006	-3.05150640333894
sb:cb37	1.52686666666666	23.5903	2.88993146034237	0.00678343326527843	0.0992911711499796	-3.0617623886156
im:7155904	-1.41806666666665	23.6071	-2.88929678492893	0.0067943145570108	0.0992911711499796	-3.06324783515574
paplnb	2.47466666666667	22.4148	2.88619194044556	0.00684778284804427	0.0995795811203284	-3.07051190014287
sqrdl	-1.42933333333334	24.154	-2.87110434861508	0.00711327992289467	0.102933344766593	-3.10574502415747
gorasp2	-1.00800000000001	22.5504666666667	-2.85388686411213	0.00742805385355949	0.106963975491257	-3.14581806200634
srrt	-1.01413333333332	22.8684	-2.84040295620432	0.00768364282543662	0.109341479134743	-3.17710088904987
arf5	1.36893333333333	23.4436	2.81071077715144	0.00827579763324798	0.113416828266266	-3.24567273693298
cetp	1.19613333333334	23.5402666666667	2.80381055729487	0.00841939611000953	0.114534826344461	-3.26154582262735
lgals2a	2.10386666666667	27.0782666666667	2.77944684606272	0.00894527410029871	0.118414570152833	-3.3174010959746
macf1b	-1.04886666666668	22.4010333333333	-2.77699296769528	0.00899990742782042	0.118605922888062	-3.32301021810905
scpp7	1.78846666666666	22.3000333333333	2.77402217637102	0.00906646629929911	0.118952037846804	-3.32979683841281
gstz1	1.35939999999999	26.5369666666667	2.74899876820299	0.00964561549725049	0.125990517468511	-3.38678364550897
apobb.2	1.6992	25.9964	2.72982426817078	0.0101125409808723	0.131507581390022	-3.43023358742799
wasf2	-1.18046666666667	22.6806333333333	-2.72733407794038	0.0101747020302543	0.131735615760135	-3.43586251034775
zgc:92380	1.47386666666667	25.001	2.71628324669116	0.0104548729705519	0.1344465824354	-3.46080342966031
prph	1.16619999999999	24.0085666666667	2.71549325224486	0.0104751741057391	0.1344465824354	-3.46258395763969
hnrnpa3	-1.00726666666667	21.5703	-2.70765647569263	0.0106785580340675	0.13646365072107	-3.48022923383081
alpl	-2.1816	23.9480666666667	-2.69692222271146	0.0109631021673769	0.138897328747195	-3.50434630593933
si:dkey-21e2.13	1.2498	22.3232333333333	2.68378159263484	0.0113210248484591	0.141920023467535	-3.53378736623206
esyt3	-1.223	22.0663	-2.68288238691312	0.0113459097352094	0.141920023467535	-3.53579866707535
syne3	-1.17839999999999	23.1947333333333	-2.67828337912201	0.0114739800458965	0.142841682962852	-3.54607881241311
me3	1.33026666666666	25.7034	2.66484043378687	0.011856064201298	0.145224487644115	-3.5760633378525
lamb2l	-1.44339999999999	22.6874333333333	-2.66115781275463	0.0119627746018146	0.145926076960978	-3.58426061813764
atox1	1.09160000000001	23.1883333333333	2.6544139445251	0.0121605017933605	0.147112778641501	-3.59925321935458
cd81a	1.19693333333334	26.6253333333333	2.65404100642257	0.012171524066378	0.147112778641501	-3.60008160341951
ube2d2	-1.7474	23.6013	-2.65254059140796	0.0122159628057218	0.147112778641501	-3.60341362667453
vtg6	1.67159999999999	24.8100666666667	2.62882504130551	0.0129386242609748	0.153392846660231	-3.65591833698839
afp4	1.22893333333334	25.7159333333333	2.62569188160197	0.0130370027702702	0.153940928711351	-3.66283216927262
mhc1zaa	1.187	24.1726333333333	2.61763474554441	0.0132931759450752	0.155325691232809	-3.68058701046096
si:ch211-229n2.7	-1.13579999999999	21.4870333333333	-2.61690965766629	0.0133164566052125	0.155325691232809	-3.68218308883118
marcksl1a	1.10906666666667	24.3962666666667	2.59868588651741	0.0139140944499447	0.160349774026072	-3.72220300178159
zgc:193682	1.46699999999998	23.8290333333333	2.59622742635105	0.0139965879482288	0.160349774026072	-3.72758786876804
si:dkey-248g15.3	-1.6376	30.2826	-2.57888883694615	0.0145913240776647	0.165032906809449	-3.76547035282382
mapk14a	-1.25146666666667	22.0942666666667	-2.54731805153876	0.0157344456296111	0.175275786787215	-3.83401771831709
LOC100005536	-1.99453333333333	22.2786666666667	-2.51738027129938	0.0168939929673432	0.186086071789542	-3.89849969197243
sepw1	-1.26119999999999	23.6562666666667	-2.51063470320404	0.0171658664449235	0.187680139797831	-3.91295816259339
necap2	-1.28646666666668	23.2609666666667	-2.50372726176346	0.0174484188675775	0.190065433568593	-3.92773651450672
si:ch211-222l21.1	-1.09513333333334	25.0329666666667	-2.49974317029632	0.0176133233202897	0.190744821611406	-3.93624791677469
fam169ab	1.11926666666667	23.4990333333333	2.49353638026756	0.0178730753676711	0.190744821611406	-3.94948951716379
and1	-2.51073333333333	22.6662333333333	-2.49214943825677	0.0179315961826154	0.190744821611406	-3.9524453816327
plcd1a	-1.13176666666666	25.3270833333333	-2.4910847122828	0.0179766404307418	0.190744821611406	-3.95471378034492
ptx3a	1.49173333333333	23.2428666666667	2.48988047383199	0.018027711798639	0.190744821611406	-3.95727861886223
tfg	-1.04606666666666	22.1473	-2.48558181685805	0.0182111023367942	0.191059388007513	-3.96642722288479
ttc36	1.37273333333333	22.4347666666667	2.48463771059523	0.0182516082039697	0.191059388007513	-3.9684350775789
c4	1.122	22.9393333333333	2.47950136083823	0.0184734266431694	0.192427460596275	-3.97934960352047
ppp6r2a	-1.42346666666667	22.9310666666667	-2.47469057248875	0.0186834205565581	0.19352090344898	-3.98955839118961
osbpl7	-1.09293333333334	22.3877333333333	-2.47018842525949	0.0188819182526823	0.194410485449631	-3.99909998836143
pdlim2	-1.06066666666667	22.9159333333333	-2.46465067863406	0.0191287199073509	0.195312924482127	-4.01082011627818
cmbl	1.45806666666665	24.9023666666667	2.46460009945092	0.0191309876085792	0.195312924482127	-4.01092707964653
si:ch211-201o1.1	-1.0418	22.3282333333333	-2.46093570985584	0.0192959347373836	0.195744327645211	-4.0186724301816
myef2	-1.0326	22.6751	-2.45831619310546	0.0194146440869095	0.196274073097798	-4.02420442031556
iah1	-1.09313333333333	22.1426333333333	-2.44400867393136	0.0200748783584151	0.200884884454378	-4.05434823834901
si:dkey-164f24.2	1.37680000000001	22.4922	2.44078878046484	0.020226260994436	0.201159209388678	-4.06111540673156
col17a1a	1.6284	24.4314666666667	2.43273389604093	0.0206095329450006	0.203476057704488	-4.07801722790986
fto	1.25499999999999	22.8632333333333	2.42174314453308	0.0211431868939141	0.205020351064282	-4.10101720927643
CABZ01043370.1	-1.00213333333333	23.6078666666667	-2.41923057631698	0.0212669391613527	0.20516341308599	-4.10626505374846
col17a1b	-1.5532	24.4926666666667	-2.4040688297786	0.0220278107675488	0.210591485495465	-4.13785215187925
BX005410.1	1.01853333333334	25.6686	2.40375886878429	0.0220436209410903	0.210591485495465	-4.13849646579502
coro1a	1.02106666666666	23.4932	2.39644250078049	0.0224198172456947	0.2128080402228	-4.15368813420034
dsc2l	-1.12166666666666	27.1125666666667	-2.38788035096303	0.0228674771038744	0.216361514136658	-4.17142546163239
c5	1.0562	25.4092333333333	2.37889956770442	0.0233457379551044	0.219479676571554	-4.18998225753877
hsd17b12a	-1.00393333333333	23.6854333333333	-2.35642261136369	0.0245827759693449	0.227487005208484	-4.23621026771529
hexb	-1.23533333333334	23.9298666666667	-2.35349789726268	0.0247480355490664	0.227677326598799	-4.2422027139329
si:ch73-18b11.1	1.15313333333333	22.0850333333333	2.33771727767778	0.0256571995932105	0.233765596293695	-4.27444462793427
ces3	1.14779999999999	24.8300333333333	2.33459606777325	0.0258405612799491	0.234038637522758	-4.28080343379052
vamp3	-1.15106666666667	23.1335333333333	-2.32687604462632	0.0262991908383758	0.235677856715041	-4.29650537274977
nid1a	-1.209	26.5575	-2.3201874263958	0.0267024816822004	0.238144187087177	-4.31007952599601
erap1b	-1.1066	24.0529	-2.28891056436415	0.0286634191163202	0.25182861080767	-4.37318221783005
ppp1caa	-1.01646666666666	25.3525666666667	-2.27669046061966	0.029464175101609	0.25733208550281	-4.39766929809856
cct5	1.00833333333334	26.2228333333333	2.27326901997185	0.0296919528513031	0.258220559892489	-4.40450831771485
