gene_name,logFC,P.Value,adj.P.Val
Nipal3,-0.953551357,0.02169310306423130000 ,0.11469983299669200000 
Wdr5b,-1.496139819,0.02170508117840910000 ,0.11472478359317000000 
Il3ra,1.804534073,0.02173745299923180000 ,0.11485747482442700000 
Ruvbl2,1.038895806,0.02174875961089490000 ,0.11487880912118400000 
Tmem267,-1.003328359,0.02176049152978540000 ,0.11490237492039000000 
Tcn2,-1.077976574,0.02180747519516310000 ,0.11511200333478900000 
Duox2,-1.322381718,0.02181584761040050000 ,0.11511774812513200000 
Nudt12,-1.212192438,0.02198148012592590000 ,0.11595304135852300000 
Cln6,-0.889575174,0.02199146713902880000 ,0.11596701590430800000 
Ndrg2,-1.206648783,0.02204239164656940000 ,0.11619678371660500000 
Hmox1,1.641550133,0.02205906349625870000 ,0.11624589513000100000 
Nsun3,-1.185550833,0.02214067906424300000 ,0.11663709731043200000 
Sybu,1.350327942,0.02216293982861190000 ,0.11671546186317300000 
Nxph3,2.275369616,0.02220271017777380000 ,0.11688595324768000000 
Chd5,2.514186635,0.02232055563087930000 ,0.11746721984362900000 
Gm10941,-2.380880628,0.02233326484482730000 ,0.11749127815633000000 
Cdkn1a,-0.799219533,0.02233999562514370000 ,0.11749127815633000000 
Themis3,1.828494074,0.02245489058963840000 ,0.11805625112396700000 
Slc5a5,-2.033590374,0.02246960972699850000 ,0.11809435055719500000 
Ubxn7,0.815260869,0.02251013919587790000 ,0.11824576183843400000 
Prkch,0.984332884,0.02251338252163040000 ,0.11824576183843400000 
Tmem198b,1.295200602,0.02252655344570210000 ,0.11827563144713500000 
Oas1g,-1.607856681,0.02254303670400540000 ,0.11828591040785300000 
D030025P21Rik,2.417612185,0.02254348026755580000 ,0.11828591040785300000 
Meis3,1.149180284,0.02256680775121990000 ,0.11836901085306300000 
Cerk,-1.296401151,0.02260525117623190000 ,0.11853131705015500000 
Trp53rkb,1.194239954,0.02261465929745150000 ,0.11854131858604400000 
Cdkn1c,1.727806186,0.02262427040168310000 ,0.11855237713136600000 
Zfp759,-1.567873588,0.02264296443668780000 ,0.11861100760935200000 
Erc2,-1.927043063,0.02269217803093840000 ,0.11882941736280600000 
Zfp553,1.074159244,0.02272315120728480000 ,0.11893468144872900000 
Urb2,0.877758723,0.02272733092730720000 ,0.11893468144872900000 
Islr2,-2.500475666,0.02273487247353200000 ,0.11893476483671000000 
Nectin1,1.096709207,0.02280510945994240000 ,0.11920540911506900000 
Dnah8,-2.64906447,0.02280895892714090000 ,0.11920540911506900000 
Myo9b,0.787215321,0.02280923545709750000 ,0.11920540911506900000 
Cela1,-1.803895041,0.02283116333164780000 ,0.11928056373334300000 
Dirc2,0.900057213,0.02292798223439910000 ,0.11974680476947900000 
Psmd5,-0.819851896,0.02298370239637850000 ,0.11999816077712800000 
Fam71d,1.860211534,0.02299868182506240000 ,0.12000560220717500000 
Myh14,0.955074512,0.02301154789668360000 ,0.12002458843537600000 
Rpa1,-0.917550426,0.02303798193818270000 ,0.12012281971330900000 
Cd2ap,-0.780435444,0.02312112240054000000 ,0.12051656280281500000 
Syt2,-2.64906447,0.02314974082896880000 ,0.12062594924530900000 
Dpy19l3,-1.097611315,0.02316273377237710000 ,0.12062803363354800000 
Dcun1d2,-0.96087148,0.02316540635774590000 ,0.12062803363354800000 
Tnip1,1.308598787,0.02320547537407770000 ,0.12079688169035700000 
Smoc2,1.205424901,0.02324512660936970000 ,0.12096344449604200000 
Emid1,4.602857522,0.02331630868178530000 ,0.12129392442624600000 
Gcfc2,-1.306521574,0.02334242706558920000 ,0.12138983788896700000 
Dnmt3b,1.114835054,0.02335656205626470000 ,0.12142339037408200000 
Stard8,-1.379102597,0.02337774571729140000 ,0.12149355255378900000 
Arhgdig,1.297852323,0.02345339080431390000 ,0.12181152472270300000 
Mpig6b,2.055277452,0.02346147468306240000 ,0.12181152472270300000 
Slc44a4,-1.038928439,0.02346205272436770000 ,0.12181152472270300000 
Ssr3,-0.835901026,0.02366024404301150000 ,0.12280016317101900000 
9230114K14Rik,-1.529955363,0.02368932694902350000 ,0.12291074297517000000 
Slc19a1,1.331901819,0.02375642630363340000 ,0.12321843167135600000 
Micall2,0.909227002,0.02377574977196870000 ,0.12327819862079800000 
Ddost,-0.79287989,0.02381609119893250000 ,0.12344686956639200000 
Fads3,0.856011975,0.02385294287720470000 ,0.12359734728896500000 
Hist1h1b,-1.800721458,0.02391997312202800000 ,0.12388617265165500000 
Taco1,-1.134543027,0.02392436085376180000 ,0.12388617265165500000 
Bbs10,-2.22722439,0.02395188615425910000 ,0.12398808017750100000 
Exo1,-1.268074937,0.02403555019198700000 ,0.12438043065951600000 
Nrip3,1.713213757,0.02411207119085800000 ,0.12473557220959700000 
Rpa2,-1.268217952,0.02413389775152850000 ,0.12480763091137300000 
Skor1,2.543598776,0.02428452442128800000 ,0.12550981119603400000 
Actn4,0.83436708,0.02428556078445160000 ,0.12550981119603400000 
Bard1,-1.310505413,0.02433350967415310000 ,0.12568305347770500000 
Mast4,0.822655687,0.02433498757540990000 ,0.12568305347770500000 
Alg3,-0.980502996,0.02435701539499300000 ,0.12575572404523700000 
Bicc1,-1.555133172,0.02437018765529630000 ,0.12578264066110500000 
Tymp,1.612876124,0.02442236313748540000 ,0.12601078257421400000 
Prag1,1.4091755,0.02443872630031990000 ,0.12605405693546200000 
Sh3pxd2b,0.909340608,0.02451015169363670000 ,0.12633205932652500000 
Myo15,2.537442524,0.02451278483529420000 ,0.12633205932652500000 
Zfp341,-1.032602529,0.02451660503381750000 ,0.12633205932652500000 
Bcl7c,1.227491354,0.02461685175884820000 ,0.12680727679166800000 
Usp40,-0.879611371,0.02465293506975160000 ,0.12695177120963000000 
Tcea2,1.380400232,0.02466684347295640000 ,0.12698201766990300000 
Efnb3,2.015564603,0.02474255331592000000 ,0.12733028739980400000 
Rgn,2.349958734,0.02478214543126680000 ,0.12749252161319700000 
Inhba,3.401550212,0.02479799846753870000 ,0.12753256354734200000 
Strip2,-1.372957815,0.02481800883596910000 ,0.12759395303957600000 
Bnip3,-0.92389282,0.02483438364124330000 ,0.12763661758250700000 
Kcnj14,1.933564152,0.02485443318755600000 ,0.12769813462163000000 
Vegfd,-2.64906447,0.02491488921217350000 ,0.12796714628182900000 
Man1a2,-0.768258449,0.02493266417202800000 ,0.12799964486241400000 
Slc26a1,-2.281430168,0.02494399375292690000 ,0.12799964486241400000 
Tubd1,-1.206002529,0.02495126176906210000 ,0.12799964486241400000 
Wdr60,0.900905092,0.02495361337769530000 ,0.12799964486241400000 
Scarf2,-1.334015395,0.02504680835652310000 ,0.12839434293431500000 
Clstn3,-2.695243461,0.02510214590676630000 ,0.12863628855724200000 
Gimap3,-1.848355829,0.02518477314462030000 ,0.12900092700326800000 
Snhg11,-1.297330513,0.02518962672311350000 ,0.12900092700326800000 
Neil3,-1.248861651,0.02537939790433270000 ,0.12991206991418300000 
Smo,0.820452796,0.02538398328872430000 ,0.12991206991418300000 
Upk3a,-3.026623699,0.02539824360265830000 ,0.12994297244947000000 
Ggt6,1.709380475,0.02543339170983770000 ,0.13006473688833000000 
E2f6,0.935846348,0.02543850301960440000 ,0.13006473688833000000 
Gm21404,1.575525178,0.02545733761540610000 ,0.13011894038611800000 
Rad18,-0.997803216,0.02547486477234220000 ,0.13016642834209400000 
Lancl3,2.395131357,0.02548593942903270000 ,0.13018092654700500000 
Cep104,-0.885548267,0.02557869945215000000 ,0.13061252540929900000 
Soat1,-1.654248638,0.02568611521476230000 ,0.13111865789861200000 
Polr2i,-0.936582607,0.02585830314007800000 ,0.13195499606903200000 
Slc4a5,-1.535631679,0.02591173888121790000 ,0.13216570558152600000 
Adgrb2,2.990983844,0.02591632002006760000 ,0.13216570558152600000 
Gm6568,-1.120111846,0.02597830514855580000 ,0.13243907566702400000 
Cdh10,-2.281430168,0.02607440100887940000 ,0.13288611207492100000 
Atm,-0.870034939,0.02611430721367210000 ,0.13304658646191900000 
Mbtd1,0.843074309,0.02616517077810340000 ,0.13326276473643100000 
Six5,-1.222873,0.02623974272343710000 ,0.13359951481997400000 
Cdkn2d,-1.037978084,0.02625115325476360000 ,0.13361456555178200000 
Grin3b,1.980593426,0.02627112525162890000 ,0.13367316918118000000 
Gfpt1,-0.843918914,0.02632662375666420000 ,0.13391244346646900000 
Cdc6,-1.151640436,0.02635256209639540000 ,0.13400125205001000000 
Vldlr,-1.026728971,0.02637064141376090000 ,0.13405005368384600000 
Atxn7,0.848135062,0.02639972017173990000 ,0.13415471948365800000 
Wwc2,1.036940772,0.02640845989182720000 ,0.13415599489888700000 
Tacc3,-0.941538451,0.02655952281171590000 ,0.13488004451039800000 
Rfc4,-0.96841518,0.02660173321629860000 ,0.13505100923558700000 
Erdr1,1.095493216,0.02661515505472050000 ,0.13507575802337900000 
Ankrd2,-1.649826868,0.02663796779751410000 ,0.13514813581762900000 
Sh2b2,1.228646251,0.02672476604410770000 ,0.13554499440342700000 
Gm3362,0.83231568,0.02674036443713450000 ,0.13558059658789700000 
Oas2,-1.653154694,0.02678525953574180000 ,0.13576467020617800000 
Melk,-0.975271072,0.02683794989398620000 ,0.13598812443878100000 
Dlgap1,2.673634569,0.02693939850838460000 ,0.13645841475208700000 
Gm11725,-2.101274215,0.02699144582332280000 ,0.13667824728990500000 
Mdk,1.697467701,0.02704716942219580000 ,0.13691654886239000000 
Pkp1,1.720904819,0.02707604645590820000 ,0.13697702858819300000 
Lpar2,1.156442076,0.02707645136101710000 ,0.13697702858819300000 
Scn5a,3.000831851,0.02715369969207790000 ,0.13732386237875200000 
Ppp2r2b,3.250936085,0.02718608071800930000 ,0.13744364032866900000 
Ttyh2,-1.293565073,0.02719686352103880000 ,0.13745418327038600000 
Npm3,1.034140153,0.02729420461013500000 ,0.13790204912358500000 
Ptprk,0.766247543,0.02734182967872720000 ,0.13808244556109400000 
Zfp420,-1.577306546,0.02734738386523820000 ,0.13808244556109400000 
Rpusd3,-1.184771281,0.02736611453925070000 ,0.13813288859096700000 
Zbtb43,0.870071158,0.02737911024572840000 ,0.13815436089511200000 
Capn12,1.902480787,0.02740203923976400000 ,0.13822592663429000000 
Adm,1.089469722,0.02746474246124860000 ,0.13849801846125500000 
Olfm4,-3.096861462,0.02756019310871500000 ,0.13893502133656500000 
Tmem206,-0.93638089,0.02761109831012310000 ,0.13914725691747000000 
Cacnb1,1.066772893,0.02763053094563770000 ,0.13920080046696200000 
Tmem255a,1.846453367,0.02767952410460670000 ,0.13940318640828700000 
Fam161a,-1.772895811,0.02770341349870190000 ,0.13945655783859500000 
Cdc25a,-0.895186217,0.02770776965408690000 ,0.13945655783859500000 
Pla2g16,-0.79867439,0.02775519621664470000 ,0.13965078669463600000 
Plod3,-0.768846374,0.02779112855674630000 ,0.13978707692896800000 
2310068J16Rik,-1.705651365,0.02780929379278160000 ,0.13983394180754700000 
2310001H17Rik,-1.157838216,0.02789934717398840000 ,0.14024213827535400000 
Zfp618,1.858017532,0.02791862106382930000 ,0.14029439977512200000 
D530049I02Rik,-1.452672029,0.02796820074842800000 ,0.14049886987544700000 
Shcbp1,-1.17588779,0.02811596142717180000 ,0.14113199200902200000 
Ipo8,-0.79314447,0.02812090510106780000 ,0.14113199200902200000 
Glyctk,-2.053367603,0.02812102270541690000 ,0.14113199200902200000 
Sfrp2,-1.34490805,0.02824244261584200000 ,0.14169636923833900000 
Cisd1,-0.927032301,0.02832973628582630000 ,0.14207484495686900000 
Hook2,0.817810429,0.02833585872589540000 ,0.14207484495686900000 
Mb21d1,-1.349777179,0.02839255189117230000 ,0.14231395181988200000 
Osmr,1.341013198,0.02844078592872740000 ,0.14251052023386400000 
Ak1,2.107222993,0.02846245021278200000 ,0.14256049984522700000 
Stat3,0.824809495,0.02847054436489360000 ,0.14256049984522700000 
Zdhhc20,0.830657587,0.02847782194453180000 ,0.14256049984522700000 
2210408F21Rik,-1.839340503,0.02851266106448570000 ,0.14268970723975000000 
Gpr75,-1.786541482,0.02863166897308840000 ,0.14323991657191800000 
Hmgcll1,-3.453225687,0.02866179673015890000 ,0.14334526440614900000 
Dnajc22,-1.840800779,0.02879022209223450000 ,0.14394200251365900000 
Xkr5,2.543598776,0.02880065968942710000 ,0.14394864823899600000 
Naa16,-1.067471625,0.02881457021544390000 ,0.14397145674746900000 
Cyp3a13,1.933570974,0.02883507100105600000 ,0.14397145674746900000 
Sec61g,-0.951518078,0.02883995056042520000 ,0.14397145674746900000 
Itpkc,1.001035742,0.02884366045016210000 ,0.14397145674746900000 
Uchl5,-0.87043469,0.02885595327903140000 ,0.14397145674746900000 
Cln8,1.064921464,0.02885988199038110000 ,0.14397145674746900000 
Lrrn4cl,1.737183811,0.02892689751360360000 ,0.14426023613284600000 
Rps7,0.858402383,0.02897114021277660000 ,0.14443529966016500000 
Mfsd8,-1.100265103,0.02898310496791550000 ,0.14444938218635600000 
Zbp1,-1.008520429,0.02899600766528270000 ,0.14446812898553800000 
Endou,2.635790678,0.02904824021421660000 ,0.14464791925042600000 
Tmco4,0.90213203,0.02905039836122830000 ,0.14464791925042600000 
Nudt11,2.311497458,0.02907240393542140000 ,0.14471189662847200000 
Iffo2,0.885771684,0.02921073190483170000 ,0.14535466216119700000 
Tbck,-1.023808176,0.02942527799848120000 ,0.14637617044003700000 
Apol11b,-2.662777386,0.02944607303199350000 ,0.14643352366193400000 
Osr2,-2.281430168,0.02947900504725480000 ,0.14655117828462200000 
Tmem214,-0.812199201,0.02950165627116230000 ,0.14661766531743700000 
Kcnab2,-2.101274215,0.02953649978704060000 ,0.14674468488978000000 
Evc2,1.261413219,0.02958303045390260000 ,0.14692967105389000000 
Greb1l,1.276104271,0.02961900119848380000 ,0.14706210962640200000 
Srgn,-1.685177246,0.02964411228772290000 ,0.14714056237285600000 
Cym,-1.422332089,0.02965890182069630000 ,0.14716766278168400000 
Sec14l1,-0.8362138,0.02966819625553310000 ,0.14716766278168400000 
Zfp934,-1.337726582,0.02967842034954220000 ,0.14717218550491500000 
4933404O12Rik,-1.067658388,0.02969845801784760000 ,0.14722535461545300000 
Gchfr,-1.198265224,0.02978509307414950000 ,0.14760853275128800000 
Gtf3c4,0.884987926,0.02982156254409120000 ,0.14774293869806200000 
Dennd6b,0.930707864,0.02990366366166680000 ,0.14810325932591100000 
Trrap,0.802392012,0.02991695862574910000 ,0.14812268612823900000 
Parpbp,-1.046631755,0.02994269483638610000 ,0.14820367967248600000 
Txnrd3,1.020959901,0.03005723136762340000 ,0.14871691824229500000 
Dlx3,1.851340598,0.03006520841458710000 ,0.14871691824229500000 
Naa15,0.780838101,0.03018463698586060000 ,0.14926095210404900000 
Mien1,-0.823440738,0.03021193489622900000 ,0.14934920835158000000 
Cbwd1,-0.982185681,0.03027489897788630000 ,0.14959367151651900000 
Atp5k,-0.852584359,0.03028031860170490000 ,0.14959367151651900000 
Acaa2,0.948428623,0.03032440799673510000 ,0.14976466999387600000 
Vtn,-2.22483755,0.03039765380383660000 ,0.15007951287592400000 
Gm5069,-1.63921104,0.03046318433604030000 ,0.15035607909018700000 
Pgm1,-0.983998591,0.03053764686677000000 ,0.15067654420307000000 
Kif22,-1.215603843,0.03063698595627010000 ,0.15107236382305600000 
Msn,1.376965772,0.03066804026612960000 ,0.15117832450589900000 
Atad2,-0.91526294,0.03070877770828960000 ,0.15133193729398400000 
Lrp1,-0.99175943,0.03076562319182700000 ,0.15156480951484800000 
BC055324,-1.314890753,0.03087016037840930000 ,0.15200660225980600000 
Tll1,2.673634569,0.03087453766476690000 ,0.15200660225980600000 
Tnxb,-1.51900011,0.03094729259326390000 ,0.15231735040297200000 
Coro2b,1.873232209,0.03107390771332270000 ,0.15289291329431900000 
Adamts7,-1.063218824,0.03108858588679160000 ,0.15291752609861600000 
B130046B21Rik,1.787963905,0.03110250590403260000 ,0.15293839555299700000 
Tceal5,-2.650760434,0.03115874306167670000 ,0.15316727071438200000 
Sap30bp,0.868448906,0.03122882198187820000 ,0.15346402444079700000 
Zfp60,-1.458789209,0.03125757846697640000 ,0.15355759095184800000 
Arhgap11a,-0.994019337,0.03129434015563640000 ,0.15369041386565500000 
Mslnl,2.285606356,0.03137088287743960000 ,0.15401846318578900000 
1700010I14Rik,-1.619425422,0.03145537374185580000 ,0.15438531882493400000 
Gjb4,4.006978853,0.03152184903918220000 ,0.15466355237976900000 
Scap,-0.795545251,0.03154809668921140000 ,0.15474429549233300000 
Tenm2,2.387273352,0.03157569995296730000 ,0.15483163576068700000 
Gramd2,-1.695847779,0.03167334926119750000 ,0.15519861170880700000 
Vcam1,1.886685198,0.03167623804490740000 ,0.15519861170880700000 
Slc35f3,-1.117961023,0.03168000008685220000 ,0.15519861170880700000 
Slc7a3,1.692636329,0.03175326100244460000 ,0.15549601473778700000 
Unc45b,2.751746014,0.03176038569815090000 ,0.15549601473778700000 
Zbtb2,0.909133556,0.03177691127209050000 ,0.15549808115486000000 
Inpp5e,0.98979643,0.03178048608771180000 ,0.15549808115486000000 
Fam136a,-0.922324527,0.03184309364503980000 ,0.15575619064259000000 
Trim24,-0.84763183,0.03185993863937060000 ,0.15579036827246700000 
H2-Bl,-1.523940643,0.03194661196080160000 ,0.15615771148865300000 
Topbp1,-0.987713829,0.03195482402899920000 ,0.15615771148865300000 
Gm13392,0.928105534,0.03201906091184650000 ,0.15642325769731700000 
Scn2a,-2.650760434,0.03203816215244480000 ,0.15643896570089300000 
Lamtor1,-0.841456524,0.03204207365058140000 ,0.15643896570089300000 
Llph,1.959698097,0.03207681059132370000 ,0.15654952391561500000 
Aldh4a1,-1.013918916,0.03208452973694480000 ,0.15654952391561500000 
Spc24,-1.157534303,0.03211058169815550000 ,0.15662828183878100000 
Zfp940,2.311497458,0.03215278132747680000 ,0.15675294100929100000 
Sdr42e1,-0.940477291,0.03215597537029360000 ,0.15675294100929100000 
Arcn1,-0.786392274,0.03219412255144350000 ,0.15689050656892200000 
Ccdc96,-2.170393666,0.03222558494219080000 ,0.15699542059999500000 
Phldb2,1.157134711,0.03229160563540510000 ,0.15724634946078200000 
Hsf4,-1.409842807,0.03229699129016060000 ,0.15724634946078200000 
Qpct,-1.740753546,0.03234837203373040000 ,0.15744800481092600000 
Pcnx4,-1.141046011,0.03237233459081910000 ,0.15751612557675700000 
Armcx2,1.214163472,0.03239229649282530000 ,0.15756474415900600000 
Atg9a,-0.782886885,0.03241280634943910000 ,0.15761599739893400000 
Rnd1,0.923120841,0.03249264808412630000 ,0.15795564759198200000 
Adora1,1.660720142,0.03259433920127900000 ,0.15840127205935200000 
B930082K07Rik,2.207141703,0.03263483022153650000 ,0.15854929505722800000 
0610009L18Rik,1.766123297,0.03265197378546610000 ,0.15858383334526900000 
Zfp7,0.931597433,0.03271518203657190000 ,0.15880280045236900000 
Zfp120,-0.908160667,0.03271715504131320000 ,0.15880280045236900000 
Pik3cd,-1.646727113,0.03273043041590780000 ,0.15881845940835300000 
Ttc32,-0.95412647,0.03276524664898680000 ,0.15893859976690800000 
Hip1,-1.213281946,0.03280042162923890000 ,0.15906040608422600000 
Ube2r2,0.792977809,0.03285769725210730000 ,0.15928927833506300000 
Umad1,-0.847764168,0.03292999375325720000 ,0.15954880321508500000 
S100a14,1.985100585,0.03293466435445380000 ,0.15954880321508500000 
Mcm10,-0.942268388,0.03294159120530360000 ,0.15954880321508500000 
Prdm4,0.795452572,0.03295161311655520000 ,0.15954880321508500000 
Mapk11,0.979983464,0.03298778682019820000 ,0.15967503304943700000 
Klhdc3,0.814210551,0.03302968757260650000 ,0.15982889846830200000 
Nat8,-1.448085997,0.03311018316393370000 ,0.16016937089770700000 
Cbfa2t3,-1.284573724,0.03315719816146180000 ,0.16034586973888900000 
H1f0,-0.965438928,0.03316696078058900000 ,0.16034586973888900000 
Wnt7b,1.541311259,0.03324578205644120000 ,0.16067777970030500000 
Caskin1,1.454153725,0.03327271646895220000 ,0.16075879274696500000 
Haus7,-0.845230397,0.03332717909526210000 ,0.16097271956648000000 
Lrrc3,1.290667168,0.03338364473853040000 ,0.16119618742674400000 
Ifi35,-0.842116871,0.03344884208410080000 ,0.16146166777554400000 
Ankrd11,0.76417847,0.03347423250912180000 ,0.16153489177837000000 
Cyp26b1,1.83880357,0.03355330202374540000 ,0.16186702844422200000 
St3gal3,-0.988183565,0.03356625807377490000 ,0.16188011675249900000 
Mapre1,0.768155067,0.03359729738244480000 ,0.16198038066874900000 
Dis3l2,0.855481755,0.03368160832799460000 ,0.16233734004746200000 
Gm1673,-1.03393692,0.03377136397555140000 ,0.16272031593585800000 
E2f1,-1.233959827,0.03404261672547190000 ,0.16397729799736600000 
Galnt16,2.260109861,0.03407548978117890000 ,0.16408563086586000000 
Efcab14,-0.787925164,0.03409916702081170000 ,0.16411083777700100000 
Aspm,-1.219608436,0.03410149273979190000 ,0.16411083777700100000 
Max,0.8219517,0.03412813666577850000 ,0.16418906297289600000 
A330023F24Rik,-1.444558925,0.03414079742789760000 ,0.16419998860331500000 
Cryab,1.662137959,0.03417264439276720000 ,0.16430315545582400000 
Brip1,-1.066902811,0.03423967710617780000 ,0.16457389716587900000 
A930017K11Rik,2.629280312,0.03424978156027440000 ,0.16457389716587900000 
Ppp1r3f,-1.717222862,0.03432731485942380000 ,0.16489631733688000000 
Fam109a,1.049981281,0.03437277397234430000 ,0.16506320904938300000 
Bcorl1,1.292367516,0.03438294635475640000 ,0.16506320904938300000 
Maml1,0.839506317,0.03443204346532360000 ,0.16524871391617800000 
Parp9,0.90881464,0.03454304572402080000 ,0.16573111555022000000 
Pi4ka,-0.773075308,0.03458292384914440000 ,0.16582176229122500000 
Entpd8,1.977878592,0.03463612656039050000 ,0.16601041627572200000 
Kif1c,0.831642787,0.03464327720053980000 ,0.16601041627572200000 
Mpp4,2.349958734,0.03467901542662900000 ,0.16613130033417500000 
Crb3,0.882707059,0.03472222588037320000 ,0.16623791267213000000 
E030042O20Rik,-2.214215223,0.03472230762659470000 ,0.16623791267213000000 
Desi2,0.844050764,0.03478442466795020000 ,0.16648487203279400000 
Tes,0.794313592,0.03480204343799240000 ,0.16651876914745100000 
Ccdc14,-1.402598632,0.03481403838928460000 ,0.16652574537053700000 
Anxa4,0.808867629,0.03482853588726640000 ,0.16654468416410300000 
A530010L16Rik,-1.26187594,0.03492119865750990000 ,0.16688914105906500000 
Rhod,0.951870851,0.03492169004570530000 ,0.16688914105906500000 
Zc3h8,-1.109566039,0.03501249928864510000 ,0.16723592173992100000 
Bdh2,2.543598776,0.03501925507700480000 ,0.16723592173992100000 
Bglap3,0.825791174,0.03502599980758900000 ,0.16723592173992100000 
Cdca3,-1.105925738,0.03509954743492020000 ,0.16753646863832000000 
Cldn10,-1.927274924,0.03524401650365950000 ,0.16817525266420100000 
Fam213a,-0.802155024,0.03537949756383860000 ,0.16877077558071400000 
Rrm1,-0.964126493,0.03545043812794520000 ,0.16905815454859600000 
Baz1b,-0.834663254,0.03547473476206120000 ,0.16912298889279500000 
Efemp2,-0.998344121,0.03555885639080100000 ,0.16943704866871400000 
Dnajb14,-0.89252559,0.03556320925893690000 ,0.16943704866871400000 
Thsd1,1.46859299,0.03557277445474520000 ,0.16943704866871400000 
Dld,-0.760110131,0.03559173577909950000 ,0.16947628570439500000 
Nxf7,1.328841325,0.03563630296941070000 ,0.16963738919535100000 
Cdc25b,-1.014009096,0.03567585250380160000 ,0.16977451760616700000 
Lipk,-2.701422571,0.03584324674765500000 ,0.17051976869354000000 
Lrrc74b,-2.269615533,0.03590174278989280000 ,0.17074665755385700000 
Tnfaip8l1,1.157108799,0.03595674927646010000 ,0.17095681876208600000 
Oard1,-0.914105916,0.03597952133732990000 ,0.17101364066621400000 
Reg3g,-2.281430168,0.03601159859792700000 ,0.17111464348816500000 
Piwil2,1.787977564,0.03603154414211740000 ,0.17113942756951000000 
4930458D05Rik,2.38450562,0.03603847221914260000 ,0.17113942756951000000 
Cdyl2,-0.920109676,0.03619557861776600000 ,0.17180696568270600000 
Opn1mw,-1.602581532,0.03620078434088910000 ,0.17180696568270600000 
Hist1h2bq,-1.264193627,0.03622932948256960000 ,0.17189082051712100000 
Optc,-2.891187436,0.03626563542169140000 ,0.17201143523541800000 
Gls,0.775916043,0.03628743213450300000 ,0.17206317955406100000 
Kcnh1,-1.202839263,0.03630159184221320000 ,0.17207869150400000000 
Adamts10,1.717660193,0.03639162261028840000 ,0.17245373425277300000 
Slc39a10,-0.950036373,0.03650418784727680000 ,0.17293530717576800000 
Tjp3,0.872862842,0.03659791973907010000 ,0.17331497537172000000 
Styk1,2.213012165,0.03662135367390720000 ,0.17331497537172000000 
Adamts9,-1.138184356,0.03662414851310740000 ,0.17331497537172000000 
Cenpw,-1.275480238,0.03662838728722620000 ,0.17331497537172000000 
Wtip,0.955151219,0.03663916304207270000 ,0.17331497537172000000 
Jph4,-2.891187436,0.03668274628822930000 ,0.17346921673823300000 
Nkd1,2.14188265,0.03670773128175710000 ,0.17353544276903600000 
Zfp467,-0.931721027,0.03683186067524280000 ,0.17407019321517200000 
Npc1,0.856203928,0.03691819603953850000 ,0.17442605985317400000 
Dnah11,1.90694831,0.03694348627040280000 ,0.17449338225267400000 
Ckap4,1.061819752,0.03704347477269890000 ,0.17491337774357100000 
Rab8b,1.007589805,0.03706921777209530000 ,0.17493674434557200000 
Bag4,-0.931902987,0.03707056168143020000 ,0.17493674434557200000 
Apmap,-0.786077939,0.03716079019059860000 ,0.17531018751409500000 
Rnd3,0.86424701,0.03720803395479290000 ,0.17548068296674100000 
Zim1,1.756184195,0.03725511308061340000 ,0.17565030045525500000 
Cytip,-1.337905979,0.03728151613611710000 ,0.17572236236659500000 
Sgtb,-1.054175889,0.03735442541113420000 ,0.17597448935236400000 
Sptb,-0.801009274,0.03735727738402820000 ,0.17597448935236400000 
Lmln,-1.296735219,0.03749376789618510000 ,0.17656481163030700000 
Aipl1,2.343539522,0.03751632006120700000 ,0.17660635931307500000 
Ahdc1,0.803893372,0.03752494017801220000 ,0.17660635931307500000 
Ngef,-1.071859882,0.03754614669440820000 ,0.17665355830855200000 
Kin,0.950321508,0.03760565294276050000 ,0.17688087473434100000 
Gpx8,2.058386509,0.03763188683415680000 ,0.17690321864153100000 
Tacr1,-1.832137405,0.03763279050068500000 ,0.17690321864153100000 
Mmp24,1.438690755,0.03770920527912940000 ,0.17720971758292000000 
Paqr6,1.941187408,0.03775434846565200000 ,0.17736912103185600000 
Pcyt1b,2.543598776,0.03784679001830190000 ,0.17775057041582300000 
Prex2,-1.47364487,0.03801082327345240000 ,0.17846792959407100000 
Tmc6,-0.807020966,0.03806977945867690000 ,0.17869165267743700000 
Smad1,1.117385422,0.03808620533634770000 ,0.17871567373385900000 
Rpl31-ps12,1.089327698,0.03811999108947900000 ,0.17879465585728900000 
Ndufs7,-0.821108086,0.03812566377113790000 ,0.17879465585728900000 
Cox7a2l,0.865500198,0.03825518946836970000 ,0.17934886216497000000 
Psors1c2,1.245550128,0.03835022483726940000 ,0.17974108936186400000 
Copz2,-0.814936152,0.03838341578068010000 ,0.17984331544555800000 
Ppcs,-1.130124216,0.03842508651892390000 ,0.17998520075431900000 
Ncf1,1.923464686,0.03854467478102820000 ,0.18049186377462800000 
P3h3,1.188580259,0.03861447788962870000 ,0.18076516841460100000 
Gm10857,-1.946210773,0.03863483380751960000 ,0.18080690361090900000 
Meis1,-1.440714907,0.03870943476986090000 ,0.18104880352260500000 
Efr3b,-1.471307307,0.03873111955317120000 ,0.18109663118885100000 
Itpripl2,0.830526438,0.03877636143104460000 ,0.18125454482585900000 
Slc30a3,2.766488764,0.03879823875645340000 ,0.18130318311856600000 
Mpp2,-1.075062458,0.03896772016821200000 ,0.18204133891174200000 
Abca8a,-1.790878978,0.03898773417755030000 ,0.18208101387175100000 
